ticket_id,opened_at,category,priority,requester_employee_id,requester_office,first_response_hours,resolution_hours,status,notes
ARC-30803,2025-06-03T18:59:00,Mobile,P4,VL-1162,Chicago,3.9,55.6,Resolved,
ARC-30818,2025-06-04T10:24:00,Outlook add-in,P3,VL-1177,New York,2.0,40.5,Resolved,
ARC-30819,2025-06-05T09:20:00,Performance,P3,VL-1181,New York,3.4,22.4,Resolved,
ARC-30816,2025-06-05T10:56:00,Mobile,P3,VL-1174,New York,1.6,27.3,Resolved,
ARC-30802,2025-06-05T12:46:00,Access / SSO,P3,VL-1132,Houston,1.1,41.5,Resolved,
ARC-30823,2025-06-06T09:38:00,How-to,P3,VL-1027,San Francisco,1.2,22.8,Resolved,
ARC-30836,2025-06-06T15:47:00,How-to,P3,VL-1088,"Washington, DC",4.0,56.7,Resolved,
ARC-30808,2025-06-06T17:25:00,How-to,P2,VL-1022,San Francisco,1.4,3.9,Resolved,
ARC-30806,2025-06-07T08:13:00,How-to,P4,VL-1127,Houston,1.1,74.7,Resolved,
ARC-30820,2025-06-07T15:08:00,Search,P3,VL-1057,Chicago,2.9,33.3,Resolved,
ARC-30805,2025-06-07T15:26:00,How-to,P2,VL-1103,New York,2.1,18.7,Resolved,
ARC-30837,2025-06-08T08:19:00,Integration,P3,VL-1013,London,1.2,10.3,Resolved,
ARC-30831,2025-06-10T13:34:00,Outlook add-in,P4,VL-1144,Houston,2.9,38.5,Resolved,
ARC-30817,2025-06-10T15:25:00,Filing error,P3,VL-1027,San Francisco,4.0,31.9,Resolved,
ARC-30821,2025-06-10T16:44:00,Outlook add-in,P2,VL-1156,New York,4.0,30.1,Resolved,Escalated to account manager
ARC-30810,2025-06-11T09:04:00,How-to,P3,VL-1229,New York,3.5,28.6,Resolved,
ARC-30849,2025-06-12T14:13:00,Filing error,P4,VL-1008,New York,2.1,49.7,Resolved,
ARC-30829,2025-06-12T14:15:00,How-to,P3,VL-1088,"Washington, DC",3.1,29.6,Resolved,
ARC-30838,2025-06-13T15:29:00,How-to,P3,VL-1195,New York,3.6,42.8,Resolved,
ARC-30807,2025-06-13T16:33:00,How-to,P4,VL-1162,Chicago,1.4,61.9,Resolved,
ARC-30842,2025-06-15T08:34:00,How-to,P3,VL-1103,New York,3.8,4.7,Resolved,
ARC-30826,2025-06-15T08:42:00,Performance,P3,VL-1022,San Francisco,1.9,27.6,Resolved,
ARC-30845,2025-06-15T13:35:00,Integration,P4,VL-1207,New York,3.2,70.5,Resolved,
ARC-30827,2025-06-16T10:41:00,Filing error,P2,VL-1018,New York,1.9,2.4,Resolved,Escalated to account manager
ARC-30846,2025-06-16T16:38:00,Search,P4,VL-1156,New York,1.6,43.9,Resolved,
ARC-30830,2025-06-16T18:15:00,Search,P3,VL-1167,Chicago,1.2,26.4,Resolved,
ARC-30834,2025-06-16T18:46:00,How-to,P3,VL-1088,"Washington, DC",1.3,19.0,Resolved,
ARC-30825,2025-06-17T12:31:00,Filing error,P4,VL-1220,"Washington, DC",4.2,42.0,Resolved,
ARC-30847,2025-06-17T18:39:00,Filing error,P4,VL-1055,San Francisco,2.1,62.2,Resolved,
ARC-30814,2025-06-18T15:38:00,Search,P3,VL-1115,Chicago,1.3,19.7,Resolved,
ARC-30835,2025-06-19T12:26:00,Access / SSO,P4,VL-1200,New York,4.5,55.3,Resolved,
ARC-30841,2025-06-19T14:34:00,Search,P4,VL-1106,Dublin,3.3,95.0,Resolved,
ARC-30833,2025-06-20T12:49:00,How-to,P3,VL-1032,New York,0.8,26.7,Resolved,
ARC-30848,2025-06-21T15:21:00,How-to,P4,VL-1216,New York,4.3,49.0,Resolved,
ARC-30813,2025-06-21T18:03:00,Outlook add-in,P3,VL-1070,Singapore,3.5,24.9,Resolved,
ARC-30828,2025-06-22T09:15:00,Outlook add-in,P3,VL-1021,Atlanta,1.6,30.3,Resolved,
ARC-30844,2025-06-22T12:40:00,Search,P4,VL-1229,New York,2.7,45.6,Resolved,
ARC-30824,2025-06-22T13:52:00,Access / SSO,P3,VL-1171,New York,2.8,50.2,Resolved,
ARC-30804,2025-06-22T14:02:00,Mobile,P3,VL-1120,New York,3.8,40.5,Resolved,
ARC-30840,2025-06-23T08:27:00,Performance,P3,VL-1195,New York,2.4,27.8,Resolved,
ARC-30811,2025-06-24T10:55:00,How-to,P3,VL-1046,Chicago,2.1,35.2,Resolved,
ARC-30822,2025-06-25T18:43:00,Search,P3,VL-1038,New York,3.2,30.0,Resolved,
ARC-30809,2025-06-26T18:51:00,Outlook add-in,P3,VL-1109,Dublin,4.1,4.6,Resolved,
ARC-30843,2025-06-27T10:20:00,Outlook add-in,P4,VL-1185,San Francisco,0.8,67.9,Resolved,
ARC-30850,2025-06-27T16:48:00,Performance,P2,VL-1096,New York,0.4,16.9,Resolved,Repeat issue
ARC-30812,2025-06-28T08:01:00,How-to,P4,VL-1115,Chicago,1.9,50.7,Resolved,
ARC-30863,2025-07-01T15:23:00,Access / SSO,P4,VL-1156,New York,4.8,51.7,Resolved,
ARC-30860,2025-07-02T08:49:00,Search,P2,VL-1202,New York,6.3,23.4,Resolved,Workaround provided
ARC-30851,2025-07-02T15:24:00,Outlook add-in,P3,VL-1180,New York,5.0,35.6,Resolved,
ARC-30854,2025-07-03T11:08:00,Access / SSO,P4,VL-1130,New York,6.5,60.1,Resolved,
ARC-30877,2025-07-03T17:42:00,Search,P3,VL-1173,San Francisco,3.9,57.6,Resolved,
ARC-30870,2025-07-05T09:08:00,Mobile,P4,VL-1132,Houston,5.4,64.5,Resolved,
ARC-30887,2025-07-05T11:28:00,Performance,P2,VL-1109,Dublin,5.5,35.7,Resolved,Repeat issue
ARC-30858,2025-07-06T10:14:00,How-to,P2,VL-1167,Chicago,3.1,30.3,Resolved,
ARC-30883,2025-07-06T16:57:00,How-to,P4,VL-1058,New York,8.3,78.2,Resolved,
ARC-30859,2025-07-09T13:10:00,How-to,P4,VL-1132,Houston,2.0,54.0,Resolved,
ARC-30865,2025-07-09T17:02:00,Outlook add-in,P2,VL-1146,New York,4.0,23.9,Closed - no response,
ARC-30879,2025-07-09T18:40:00,How-to,P3,VL-1036,Houston,4.8,39.7,Resolved,
ARC-30886,2025-07-10T11:30:00,Integration,P4,VL-1087,New York,6.2,61.4,Resolved,
ARC-30864,2025-07-10T15:15:00,Integration,P3,VL-1038,New York,3.8,39.7,Resolved,
ARC-30880,2025-07-10T18:45:00,Outlook add-in,P3,VL-1089,New York,5.4,41.9,Resolved,
ARC-30857,2025-07-11T16:30:00,Outlook add-in,P3,VL-1042,New York,5.3,14.7,Resolved,
ARC-30856,2025-07-12T09:57:00,Performance,P4,VL-1105,London,8.4,48.2,Resolved,
ARC-30869,2025-07-13T08:34:00,How-to,P4,VL-1046,Chicago,8.9,73.5,Resolved,
ARC-30855,2025-07-13T18:32:00,Performance,P4,VL-1077,"Washington, DC",3.2,32.2,Resolved,
ARC-30872,2025-07-14T10:59:00,How-to,P2,VL-1104,Houston,5.2,37.7,Resolved,
ARC-30853,2025-07-14T18:15:00,Access / SSO,P3,VL-1017,New York,1.6,21.3,Resolved,
ARC-30871,2025-07-15T15:12:00,Access / SSO,P4,VL-1028,"Washington, DC",2.2,46.7,Resolved,
ARC-30867,2025-07-15T17:53:00,Performance,P4,VL-1001,New York,6.6,82.0,Resolved,
ARC-30876,2025-07-17T13:20:00,Performance,P3,VL-1150,New York,1.2,8.2,Resolved,
ARC-30862,2025-07-18T15:03:00,How-to,P2,VL-1083,New York,4.8,8.4,Resolved,
ARC-30888,2025-07-19T13:34:00,How-to,P3,VL-1033,New York,8.5,43.1,Closed - no response,
ARC-30873,2025-07-20T10:29:00,Mobile,P4,VL-1015,Atlanta,6.8,60.0,Resolved,
ARC-30861,2025-07-20T17:18:00,How-to,P3,VL-1042,New York,5.0,48.1,Resolved,
ARC-30885,2025-07-21T12:27:00,Performance,P3,VL-1230,New York,4.2,32.5,Resolved,
ARC-30852,2025-07-21T17:49:00,How-to,P3,VL-1006,New York,4.8,59.4,Resolved,
ARC-30882,2025-07-21T18:11:00,Outlook add-in,P3,VL-1103,New York,0.7,25.9,Resolved,
ARC-30875,2025-07-22T14:26:00,Search,P4,VL-1202,New York,4.2,62.7,Resolved,
ARC-30868,2025-07-23T17:33:00,Outlook add-in,P4,VL-1192,New York,5.2,48.9,Resolved,
ARC-30878,2025-07-24T08:31:00,How-to,P3,VL-1069,London,8.5,51.0,Resolved,
ARC-30874,2025-07-24T17:25:00,Search,P3,VL-1133,New York,7.5,41.6,Resolved,
ARC-30881,2025-07-26T13:22:00,Integration,P2,VL-1157,San Francisco,5.2,13.4,Resolved,
ARC-30866,2025-07-27T10:40:00,How-to,P4,VL-1041,New York,3.9,46.6,Resolved,
ARC-30884,2025-07-27T16:04:00,Access / SSO,P4,VL-1219,New York,8.0,40.0,Resolved,
ARC-30907,2025-08-02T15:49:00,Integration,P3,VL-1047,New York,4.9,55.8,Resolved,
ARC-30927,2025-08-03T08:17:00,Search,P2,VL-1111,Dublin,5.8,27.3,Resolved,Repeat issue
ARC-30911,2025-08-03T17:23:00,Integration,P2,VL-1104,Houston,5.8,28.0,Resolved,
ARC-30914,2025-08-04T09:19:00,How-to,P3,VL-1093,New York,5.3,12.6,Resolved,
ARC-30931,2025-08-05T08:31:00,Integration,P3,VL-1159,New York,8.2,48.0,Resolved,
ARC-30899,2025-08-05T09:14:00,Mobile,P2,VL-1180,New York,8.6,49.2,Resolved,
ARC-30894,2025-08-05T18:04:00,Access / SSO,P3,VL-1189,Mexico City,0.4,35.6,Resolved,
ARC-30928,2025-08-06T08:40:00,Access / SSO,P3,VL-1001,New York,5.5,50.5,Resolved,
ARC-30915,2025-08-06T14:16:00,How-to,P3,VL-1026,New York,4.7,62.5,Resolved,
ARC-30901,2025-08-08T12:44:00,Integration,P3,VL-1186,New York,4.9,15.5,Resolved,
ARC-30895,2025-08-09T12:30:00,How-to,P3,VL-1083,New York,2.2,7.3,Resolved,
ARC-30916,2025-08-09T15:14:00,Search,P3,VL-1136,New York,6.3,32.0,Resolved,
ARC-30924,2025-08-09T18:03:00,Search,P2,VL-1196,Chicago,7.6,50.7,Resolved,Repeat issue
ARC-30903,2025-08-10T18:34:00,Performance,P3,VL-1164,New York,5.1,28.3,Resolved,
ARC-30918,2025-08-11T13:20:00,How-to,P3,VL-1123,Chicago,4.6,5.3,Closed - no response,
ARC-30900,2025-08-14T12:18:00,Mobile,P2,VL-1031,New York,2.2,13.1,Resolved,Repeat issue
ARC-30905,2025-08-15T09:27:00,Integration,P4,VL-1089,New York,3.9,78.9,Resolved,
ARC-30908,2025-08-15T09:46:00,How-to,P4,VL-1143,New York,7.9,73.8,Resolved,
ARC-30898,2025-08-15T17:29:00,Mobile,P4,VL-1203,New York,2.0,37.0,Resolved,
ARC-30929,2025-08-15T18:11:00,Performance,P2,VL-1019,New York,5.2,30.7,Resolved,
ARC-30897,2025-08-15T18:46:00,Outlook add-in,P3,VL-1035,New York,3.2,35.2,Resolved,
ARC-30893,2025-08-16T09:33:00,Outlook add-in,P4,VL-1060,Houston,0.2,67.1,Resolved,
ARC-30910,2025-08-16T10:52:00,How-to,P2,VL-1077,"Washington, DC",6.1,22.3,Resolved,
ARC-30891,2025-08-16T13:49:00,How-to,P3,VL-1037,Atlanta,3.6,61.9,Resolved,
ARC-30917,2025-08-17T09:48:00,Outlook add-in,P3,VL-1171,New York,4.2,33.3,Resolved,
ARC-30926,2025-08-17T18:47:00,How-to,P2,VL-1082,New York,5.7,20.2,Resolved,Repeat issue
ARC-30922,2025-08-18T18:20:00,Filing error,P3,VL-1103,New York,6.2,45.0,Resolved,
ARC-30912,2025-08-19T16:08:00,Filing error,P3,VL-1181,New York,3.3,21.9,Resolved,
ARC-30930,2025-08-20T16:05:00,Search,P3,VL-1197,"Washington, DC",5.3,40.6,Resolved,
ARC-30889,2025-08-21T13:13:00,Search,P2,VL-1168,New York,0.8,27.6,Closed - no response,Repeat issue
ARC-30890,2025-08-21T16:00:00,Performance,P3,VL-1211,Houston,6.1,34.8,Resolved,
ARC-30909,2025-08-22T17:14:00,How-to,P2,VL-1218,New York,6.6,14.0,Resolved,
ARC-30925,2025-08-23T08:33:00,Performance,P2,VL-1082,New York,6.5,7.0,Resolved,Escalated to account manager
ARC-30906,2025-08-23T09:17:00,How-to,P4,VL-1159,New York,5.4,66.8,Resolved,
ARC-30921,2025-08-23T12:03:00,How-to,P3,VL-1116,New York,8.6,30.9,Resolved,
ARC-30920,2025-08-23T12:52:00,Integration,P2,VL-1207,New York,3.8,33.6,Resolved,
ARC-30892,2025-08-23T15:35:00,Filing error,P3,VL-1156,New York,4.6,34.8,Resolved,
ARC-30904,2025-08-24T18:50:00,How-to,P4,VL-1026,New York,3.9,27.7,Resolved,
ARC-30923,2025-08-25T13:18:00,How-to,P3,VL-1168,New York,6.1,29.2,Resolved,
ARC-30919,2025-08-25T16:30:00,Outlook add-in,P4,VL-1043,New York,3.3,53.3,Resolved,
ARC-30896,2025-08-26T11:50:00,Outlook add-in,P3,VL-1006,New York,7.9,37.2,Resolved,
ARC-30913,2025-08-26T16:44:00,Mobile,P2,VL-1048,New York,4.3,19.9,Resolved,Escalated to account manager
ARC-30932,2025-08-27T08:32:00,Filing error,P4,VL-1062,"Washington, DC",3.2,63.8,Resolved,
ARC-30902,2025-08-27T17:21:00,Filing error,P2,VL-1152,Chicago,5.9,40.2,Resolved,
ARC-30934,2025-09-01T08:01:00,Outlook add-in,P2,VL-1067,Singapore,5.0,16.1,Resolved,Workaround provided
ARC-30958,2025-09-01T11:58:00,How-to,P2,VL-1149,New York,0.7,38.9,Resolved,Escalated to account manager
ARC-30947,2025-09-01T15:49:00,How-to,P4,VL-1043,New York,3.8,62.9,Resolved,
ARC-30969,2025-09-02T08:04:00,How-to,P3,VL-1088,"Washington, DC",6.7,36.3,Resolved,
ARC-30949,2025-09-02T10:01:00,Outlook add-in,P3,VL-1098,Chicago,4.5,34.1,Resolved,
ARC-30936,2025-09-02T16:58:00,Search,P3,VL-1045,Houston,8.5,26.4,Resolved,
ARC-30948,2025-09-03T16:12:00,How-to,P3,VL-1083,New York,6.1,52.9,Resolved,
ARC-30970,2025-09-03T16:22:00,How-to,P2,VL-1159,New York,2.9,40.7,Resolved,Workaround provided
ARC-30944,2025-09-03T16:24:00,Integration,P2,VL-1211,Houston,1.5,12.2,Resolved,
ARC-30955,2025-09-05T08:00:00,How-to,P3,VL-1216,New York,7.6,65.7,Resolved,
ARC-30962,2025-09-05T16:37:00,Search,P4,VL-1073,Houston,3.2,80.8,Resolved,
ARC-30964,2025-09-07T14:46:00,Integration,P3,VL-1031,New York,7.2,34.2,Resolved,
ARC-30971,2025-09-07T15:54:00,How-to,P2,VL-1129,New York,8.2,17.4,Resolved,Workaround provided
ARC-30966,2025-09-08T12:03:00,How-to,P3,VL-1162,Chicago,6.2,6.7,Resolved,
ARC-30946,2025-09-09T18:57:00,Search,P4,VL-1230,New York,6.1,43.6,Resolved,
ARC-30952,2025-09-11T15:58:00,Mobile,P3,VL-1084,Los Angeles,4.9,18.6,Resolved,
ARC-30954,2025-09-11T15:58:00,How-to,P2,VL-1039,Chicago,8.3,15.8,Resolved,Workaround provided
ARC-30939,2025-09-12T16:31:00,Performance,P3,VL-1185,San Francisco,9.8,40.9,Resolved,
ARC-30950,2025-09-13T09:20:00,Mobile,P2,VL-1224,New York,7.3,8.5,Resolved,Repeat issue
ARC-30959,2025-09-13T16:59:00,Mobile,P4,VL-1043,New York,3.8,43.8,Resolved,
ARC-30942,2025-09-13T17:19:00,How-to,P4,VL-1176,New York,9.3,58.3,Resolved,
ARC-30968,2025-09-14T13:42:00,Integration,P4,VL-1107,Dublin,3.7,54.7,Resolved,
ARC-30951,2025-09-15T08:42:00,Mobile,P4,VL-1154,London,3.8,36.9,Resolved,
ARC-30933,2025-09-16T10:39:00,Outlook add-in,P3,VL-1003,New York,6.3,40.1,Resolved,
ARC-30957,2025-09-16T11:30:00,Outlook add-in,P3,VL-1010,London,4.2,33.3,Resolved,
ARC-30956,2025-09-16T12:41:00,Outlook add-in,P3,VL-1101,New York,6.1,76.4,Resolved,
ARC-30940,2025-09-17T18:03:00,How-to,P4,VL-1195,New York,2.0,40.3,Resolved,
ARC-30965,2025-09-20T08:15:00,Search,P2,VL-1122,New York,4.7,10.1,Resolved,
ARC-30937,2025-09-20T14:02:00,Outlook add-in,P2,VL-1210,New York,6.8,7.3,Resolved,Escalated to account manager
ARC-30967,2025-09-21T12:19:00,How-to,P3,VL-1155,Chicago,3.0,67.4,Resolved,
ARC-30938,2025-09-22T12:02:00,How-to,P3,VL-1155,Chicago,6.7,18.8,Resolved,
ARC-30961,2025-09-22T13:22:00,Search,P3,VL-1149,New York,2.9,16.2,Resolved,
ARC-30935,2025-09-23T08:42:00,Outlook add-in,P3,VL-1007,London,3.6,22.7,Resolved,
ARC-30945,2025-09-23T18:41:00,How-to,P3,VL-1229,New York,5.6,50.2,Resolved,
ARC-30941,2025-09-25T11:26:00,Outlook add-in,P2,VL-1111,Dublin,4.4,21.5,Resolved,
ARC-30963,2025-09-25T12:23:00,Performance,P3,VL-1032,New York,5.3,29.5,Resolved,
ARC-30953,2025-09-26T17:20:00,Integration,P3,VL-1040,New York,6.2,45.2,Resolved,
ARC-30943,2025-09-27T09:18:00,How-to,P3,VL-1076,Chicago,7.5,28.9,Resolved,
ARC-30960,2025-09-27T13:20:00,Search,P3,VL-1198,New York,7.4,14.6,Resolved,
ARC-30973,2025-10-03T14:13:00,How-to,P4,VL-1149,New York,0.8,69.6,Resolved,
ARC-31001,2025-10-04T09:04:00,Outlook add-in,P3,VL-1093,New York,4.8,28.7,Resolved,
ARC-31005,2025-10-04T12:58:00,Mobile,P3,VL-1031,New York,5.4,53.7,Resolved,
ARC-31004,2025-10-05T12:43:00,Outlook add-in,P3,VL-1185,San Francisco,4.2,23.1,Resolved,
ARC-30981,2025-10-05T16:54:00,Performance,P3,VL-1013,London,4.1,33.4,Resolved,
ARC-30999,2025-10-06T12:14:00,Performance,P2,VL-1069,London,5.9,10.3,Resolved,
ARC-30985,2025-10-06T16:17:00,Search,P3,VL-1073,Houston,5.6,52.3,Resolved,
ARC-31000,2025-10-09T09:37:00,Search,P3,VL-1095,"Washington, DC",2.5,33.5,Resolved,
ARC-30978,2025-10-09T18:51:00,Integration,P3,VL-1211,Houston,11.2,25.9,Resolved,
ARC-30972,2025-10-10T13:30:00,Mobile,P3,VL-1024,New York,6.0,24.1,Resolved,
ARC-30982,2025-10-11T08:07:00,Performance,P2,VL-1084,Los Angeles,7.2,23.2,Resolved,
ARC-30983,2025-10-11T15:26:00,Outlook add-in,P4,VL-1225,New York,6.7,58.7,Resolved,
ARC-30996,2025-10-13T11:19:00,How-to,P3,VL-1092,New York,6.5,55.4,Resolved,
ARC-30977,2025-10-13T15:49:00,How-to,P3,VL-1218,New York,6.9,25.3,Resolved,
ARC-30984,2025-10-13T15:49:00,How-to,P3,VL-1077,"Washington, DC",5.7,46.0,Resolved,
ARC-31003,2025-10-15T11:24:00,Access / SSO,P4,VL-1224,New York,5.1,49.2,Resolved,
ARC-30974,2025-10-15T12:43:00,Filing error,P2,VL-1037,Atlanta,4.1,20.5,Resolved,
ARC-30990,2025-10-15T18:54:00,Mobile,P3,VL-1177,New York,8.4,16.4,Resolved,
ARC-31007,2025-10-17T12:43:00,How-to,P4,VL-1176,New York,5.8,70.0,Resolved,
ARC-30976,2025-10-17T15:02:00,Integration,P3,VL-1146,New York,5.0,39.2,Resolved,
ARC-30988,2025-10-19T13:53:00,Performance,P4,VL-1013,London,6.6,44.1,Resolved,
ARC-30979,2025-10-20T09:06:00,Performance,P3,VL-1128,New York,3.7,31.2,Resolved,
ARC-31008,2025-10-20T10:32:00,Search,P2,VL-1052,New York,5.2,5.7,Resolved,Escalated to account manager
ARC-30997,2025-10-20T16:27:00,Performance,P3,VL-1061,New York,8.8,14.1,Resolved,
ARC-30994,2025-10-20T17:16:00,Integration,P3,VL-1129,New York,5.9,33.3,Resolved,
ARC-30987,2025-10-21T09:12:00,Search,P3,VL-1133,New York,5.1,15.7,Resolved,
ARC-30986,2025-10-22T09:14:00,Search,P3,VL-1084,Los Angeles,4.5,40.7,Resolved,
ARC-30995,2025-10-22T10:41:00,Search,P3,VL-1173,San Francisco,6.7,21.8,Resolved,
ARC-30989,2025-10-22T11:42:00,How-to,P3,VL-1112,New York,6.1,28.5,Resolved,
ARC-30992,2025-10-22T18:56:00,Access / SSO,P4,VL-1203,New York,10.3,53.9,Resolved,
ARC-30975,2025-10-23T10:41:00,Search,P3,VL-1072,London,6.8,37.0,Resolved,
ARC-30980,2025-10-23T14:35:00,Performance,P3,VL-1041,New York,9.3,45.8,Resolved,
ARC-30991,2025-10-24T14:43:00,Filing error,P3,VL-1190,San Francisco,0.2,24.2,Closed - no response,
ARC-31006,2025-10-25T14:19:00,Outlook add-in,P3,VL-1105,London,2.0,10.2,Resolved,
ARC-31002,2025-10-27T10:45:00,Filing error,P3,VL-1091,Atlanta,4.6,24.5,Resolved,
ARC-31009,2025-10-28T12:44:00,Search,P3,VL-1099,New York,5.6,42.6,Closed - no response,
ARC-30993,2025-10-28T14:47:00,Search,P4,VL-1220,"Washington, DC",4.4,50.1,Resolved,
ARC-30998,2025-10-28T16:05:00,Search,P2,VL-1224,New York,6.6,45.1,Resolved,
ARC-31072,2025-11-01T09:37:00,How-to,P4,VL-1229,New York,4.0,41.8,Resolved,
ARC-31044,2025-11-01T13:40:00,Search,P3,VL-1007,London,4.4,47.0,Resolved,
ARC-31053,2025-11-02T10:04:00,How-to,P4,VL-1229,New York,2.3,68.9,Resolved,
ARC-31074,2025-11-02T14:37:00,Access / SSO,P2,VL-1135,New York,4.9,27.9,Closed - no response,
ARC-31016,2025-11-02T15:20:00,Access / SSO,P3,VL-1163,New York,2.7,11.5,Resolved,
ARC-31094,2025-11-02T18:07:00,Access / SSO,P3,VL-1145,New York,8.6,42.8,Resolved,
ARC-31057,2025-11-03T11:37:00,Mobile,P4,VL-1176,New York,7.0,59.4,Resolved,
ARC-31087,2025-11-03T11:56:00,Access / SSO,P2,VL-1115,Chicago,5.3,38.0,Resolved,Escalated to account manager
ARC-31098,2025-11-03T13:34:00,Performance,P3,VL-1112,New York,3.6,25.3,Resolved,
ARC-31015,2025-11-03T16:25:00,Performance,P4,VL-1053,New York,8.6,59.6,Resolved,
ARC-31099,2025-11-04T11:35:00,Access / SSO,P2,VL-1150,New York,1.7,34.6,Resolved,
ARC-31041,2025-11-04T16:44:00,Filing error,P3,VL-1014,Singapore,9.1,22.9,Resolved,
ARC-31055,2025-11-05T11:21:00,Outlook add-in,P3,VL-1181,New York,3.8,41.5,Resolved,
ARC-31051,2025-11-05T16:35:00,Access / SSO,P4,VL-1084,Los Angeles,3.6,51.2,Resolved,
ARC-31067,2025-11-05T17:49:00,How-to,P4,VL-1063,New York,6.6,76.9,Resolved,
ARC-31024,2025-11-05T17:54:00,Access / SSO,P3,VL-1007,London,7.3,54.9,Resolved,
ARC-31048,2025-11-06T11:05:00,Access / SSO,P4,VL-1175,New York,2.8,64.9,Resolved,
ARC-31038,2025-11-06T11:29:00,Filing error,P2,VL-1128,New York,4.1,54.1,Closed - no response,
ARC-31018,2025-11-06T14:13:00,Access / SSO,P3,VL-1149,New York,3.4,26.4,Resolved,
ARC-31068,2025-11-07T08:17:00,Access / SSO,P4,VL-1075,New York,6.0,47.5,Resolved,
ARC-31046,2025-11-07T08:38:00,Performance,P3,VL-1117,"Washington, DC",5.6,31.7,Resolved,
ARC-31091,2025-11-07T08:42:00,Access / SSO,P4,VL-1108,London,3.2,50.0,Resolved,
ARC-31062,2025-11-07T12:08:00,Access / SSO,P2,VL-1047,New York,6.8,42.1,Resolved,Repeat issue
ARC-31020,2025-11-08T09:27:00,Access / SSO,P2,VL-1070,Singapore,4.2,4.7,Resolved,Escalated to account manager
ARC-31092,2025-11-08T12:18:00,Access / SSO,P2,VL-1132,Houston,5.6,18.6,Resolved,
ARC-31042,2025-11-08T14:25:00,How-to,P2,VL-1088,"Washington, DC",3.1,41.6,Resolved,Escalated to account manager
ARC-31059,2025-11-09T11:24:00,Access / SSO,P3,VL-1045,Houston,3.9,34.1,Resolved,
ARC-31056,2025-11-09T13:30:00,Outlook add-in,P3,VL-1106,Dublin,4.5,21.1,Resolved,
ARC-31049,2025-11-09T13:32:00,Outlook add-in,P3,VL-1218,New York,3.8,50.8,Resolved,
ARC-31021,2025-11-09T16:49:00,Filing error,P3,VL-1005,New York,6.0,41.8,Resolved,
ARC-31033,2025-11-10T09:53:00,Search,P3,VL-1172,New York,0.6,23.8,Resolved,
ARC-31095,2025-11-10T15:11:00,Outlook add-in,P2,VL-1184,New York,4.3,35.2,Resolved,
ARC-31090,2025-11-10T17:07:00,Performance,P3,VL-1078,New York,2.6,19.1,Resolved,
ARC-31088,2025-11-11T12:04:00,Access / SSO,P3,VL-1063,New York,9.5,37.9,Resolved,
ARC-31065,2025-11-11T12:42:00,Performance,P3,VL-1143,New York,7.1,15.8,Resolved,
ARC-31025,2025-11-12T10:50:00,How-to,P2,VL-1116,New York,6.5,16.2,Resolved,Repeat issue
ARC-31026,2025-11-12T13:04:00,Performance,P2,VL-1004,"Washington, DC",2.1,29.7,Resolved,Workaround provided
ARC-31082,2025-11-12T16:36:00,Performance,P2,VL-1124,Chicago,4.9,29.9,Resolved,Workaround provided
ARC-31097,2025-11-13T08:01:00,Search,P4,VL-1204,"Washington, DC",3.8,62.7,Resolved,
ARC-31086,2025-11-13T08:11:00,How-to,P3,VL-1090,New York,4.6,5.1,Resolved,
ARC-31027,2025-11-13T16:56:00,Access / SSO,P3,VL-1014,Singapore,8.3,37.7,Resolved,
ARC-31019,2025-11-15T08:26:00,How-to,P4,VL-1046,Chicago,6.2,68.5,Resolved,
ARC-31054,2025-11-15T08:38:00,Access / SSO,P4,VL-1049,New York,7.9,73.6,Resolved,
ARC-31080,2025-11-15T11:28:00,Search,P2,VL-1068,Mexico City,3.9,34.8,Resolved,
ARC-31070,2025-11-16T08:51:00,Outlook add-in,P2,VL-1132,Houston,5.9,19.4,Resolved,
ARC-31010,2025-11-16T16:10:00,Performance,P4,VL-1162,Chicago,5.2,69.1,Resolved,
ARC-31075,2025-11-16T17:09:00,Access / SSO,P2,VL-1084,Los Angeles,9.4,9.9,Resolved,Escalated to account manager
ARC-31039,2025-11-17T09:53:00,How-to,P4,VL-1075,New York,6.4,44.4,Resolved,
ARC-31034,2025-11-17T11:55:00,Integration,P4,VL-1180,New York,4.4,69.0,Resolved,
ARC-31032,2025-11-17T18:00:00,Search,P4,VL-1217,New York,5.6,66.0,Resolved,
ARC-31084,2025-11-18T08:15:00,Access / SSO,P3,VL-1089,New York,2.8,19.8,Resolved,
ARC-31031,2025-11-18T12:31:00,Search,P3,VL-1171,New York,3.7,37.5,Resolved,
ARC-31083,2025-11-18T14:34:00,Performance,P3,VL-1076,Chicago,6.1,6.6,Resolved,
ARC-31022,2025-11-18T17:29:00,Integration,P2,VL-1157,San Francisco,1.8,2.3,Resolved,Repeat issue
ARC-31050,2025-11-19T10:54:00,Outlook add-in,P2,VL-1203,New York,6.5,49.0,Closed - no response,
ARC-31076,2025-11-19T12:58:00,Performance,P2,VL-1167,Chicago,2.5,8.4,Resolved,Escalated to account manager
ARC-31096,2025-11-20T10:02:00,Access / SSO,P3,VL-1092,New York,2.7,21.6,Resolved,
ARC-31023,2025-11-20T10:25:00,Performance,P4,VL-1032,New York,5.1,44.7,Resolved,
ARC-31014,2025-11-20T11:29:00,Performance,P3,VL-1085,New York,1.9,35.0,Resolved,
ARC-31061,2025-11-20T17:24:00,Performance,P3,VL-1192,New York,2.1,16.4,Resolved,
